member_key,email_allowed,sms_allowed,call_allowed,preferred_channel,do_not_contact_flag,channel_risk_notes
MBR00124,true,false,true,CALL,false,Phone outreach preferred
MBR00125,true,true,true,EMAIL,false,Engaged via portal
MBR00126,true,true,true,CALL,false,Phone outreach preferred
MBR00127,false,true,true,CALL,false,Phone outreach preferred
MBR00128,false,true,true,CALL,false,Phone outreach preferred
MBR00129,false,true,true,SMS,false,Mobile preferred
MBR00130,true,true,true,CALL,false,Phone outreach preferred
MBR00131,true,true,true,EMAIL,false,Engaged via portal
MBR00132,false,false,true,CALL,false,Phone outreach preferred
MBR00133,true,true,true,EMAIL,false,Engaged via portal
MBR00134,false,true,true,CALL,false,Phone outreach preferred
MBR00135,false,true,true,CALL,false,Phone outreach preferred
MBR00136,true,true,true,CALL,false,Phone outreach preferred
MBR00137,true,true,true,SMS,false,Mobile preferred
MBR00138,false,true,true,SMS,false,Mobile preferred
MBR00139,false,true,true,EMAIL,false,Engaged via portal
MBR00140,false,true,true,SMS,false,Mobile preferred
MBR00141,true,true,true,CALL,false,Phone outreach preferred
MBR00142,true,true,true,SMS,false,Mobile preferred
MBR00143,true,true,true,EMAIL,false,Engaged via portal
MBR00144,false,true,true,EMAIL,false,Engaged via portal
MBR00145,true,true,false,CALL,false,Phone outreach preferred
MBR00146,false,false,true,EMAIL,false,Engaged via portal
MBR00147,true,true,true,EMAIL,false,Engaged via portal
MBR00148,false,true,true,CALL,false,Phone outreach preferred
MBR00149,false,true,true,EMAIL,false,Engaged via portal
MBR00150,false,true,true,SMS,false,Mobile preferred
MBR00151,true,true,true,SMS,false,Mobile preferred
MBR00152,true,true,true,SMS,false,Mobile preferred
MBR00153,true,true,true,CALL,false,Phone outreach preferred
MBR00154,true,true,true,EMAIL,false,Engaged via portal
MBR00155,false,true,true,CALL,false,Phone outreach preferred
MBR00156,true,true,true,CALL,false,Phone outreach preferred
MBR00157,false,true,true,SMS,false,Mobile preferred
MBR00158,true,true,true,EMAIL,false,Engaged via portal
MBR00159,false,false,true,CALL,false,Phone outreach preferred
MBR00160,false,false,true,SMS,false,Mobile preferred
MBR00161,false,false,true,SMS,false,Mobile preferred
MBR00162,false,true,false,EMAIL,false,Engaged via portal
MBR00163,false,false,false,CALL,false,Phone outreach preferred
MBR00164,false,true,true,CALL,false,Phone outreach preferred
MBR00165,true,true,true,CALL,false,Phone outreach preferred
MBR00166,false,true,true,CALL,false,Phone outreach preferred
MBR00167,false,false,true,SMS,false,Mobile preferred
MBR00168,true,true,true,SMS,false,Mobile preferred
MBR00169,true,true,false,SMS,false,Mobile preferred
MBR00170,true,true,true,EMAIL,false,Engaged via portal
MBR00171,true,false,true,SMS,false,Mobile preferred
MBR00172,true,true,true,SMS,false,Mobile preferred
MBR00173,false,true,true,CALL,false,Phone outreach preferred
MBR00174,false,true,true,EMAIL,false,Engaged via portal
MBR00175,false,true,true,SMS,false,Mobile preferred
MBR00176,true,true,true,CALL,false,Phone outreach preferred
MBR00177,false,true,true,SMS,true,Mobile preferred
MBR00178,false,true,false,SMS,false,Mobile preferred
MBR00179,true,false,true,CALL,false,Phone outreach preferred
MBR00180,true,true,true,SMS,false,Mobile preferred
MBR00181,true,true,true,SMS,false,Mobile preferred
MBR00182,true,true,true,EMAIL,false,Engaged via portal
MBR00183,true,false,true,EMAIL,false,Engaged via portal
MBR00184,true,true,true,CALL,false,Phone outreach preferred
MBR00185,true,true,true,CALL,false,Phone outreach preferred
MBR00186,true,false,false,CALL,false,Phone outreach preferred
MBR00187,true,true,true,EMAIL,false,Engaged via portal
MBR00188,false,false,true,CALL,false,Phone outreach preferred
MBR00189,true,true,true,EMAIL,false,Engaged via portal
MBR00190,true,false,true,EMAIL,false,Engaged via portal
MBR00191,false,true,true,EMAIL,false,Engaged via portal
MBR00192,true,false,true,CALL,false,Phone outreach preferred
MBR00193,false,true,true,CALL,false,Phone outreach preferred
MBR00194,true,false,false,CALL,false,Phone outreach preferred
MBR00195,false,true,true,SMS,false,Mobile preferred
MBR00196,true,true,true,SMS,false,Mobile preferred
MBR00197,false,false,true,EMAIL,false,Engaged via portal
MBR00198,true,true,true,SMS,false,Mobile preferred
MBR00199,false,true,true,SMS,false,Mobile preferred
MBR00200,false,true,true,SMS,true,Mobile preferred
MBR00201,false,true,true,SMS,false,Mobile preferred
MBR00202,false,true,true,EMAIL,false,Engaged via portal
MBR00203,true,true,true,EMAIL,false,Engaged via portal
MBR00204,true,true,true,EMAIL,true,Engaged via portal
MBR00205,false,false,false,SMS,false,Mobile preferred
MBR00206,true,true,true,SMS,false,Mobile preferred
MBR00207,true,true,true,CALL,false,Phone outreach preferred
MBR00208,true,true,true,EMAIL,false,Engaged via portal
MBR00209,true,false,true,SMS,false,Mobile preferred
MBR00210,true,true,true,CALL,false,Phone outreach preferred
MBR00211,false,true,true,CALL,false,Phone outreach preferred
MBR00212,true,true,true,EMAIL,true,Engaged via portal
MBR00213,false,true,true,EMAIL,false,Engaged via portal
MBR00214,false,true,true,SMS,false,Mobile preferred
MBR00215,false,true,true,EMAIL,false,Engaged via portal
MBR00216,true,true,true,SMS,false,Mobile preferred
MBR00217,true,true,true,CALL,false,Phone outreach preferred
MBR00218,true,true,true,CALL,false,Phone outreach preferred
MBR00219,true,true,true,EMAIL,false,Engaged via portal
MBR00220,true,false,false,CALL,false,Phone outreach preferred
MBR00221,false,true,true,SMS,false,Mobile preferred
MBR00222,true,true,true,SMS,false,Mobile preferred
MBR00223,true,true,true,SMS,false,Mobile preferred
MBR00224,true,true,false,EMAIL,false,Engaged via portal
MBR00225,false,true,true,EMAIL,false,Engaged via portal
MBR00226,true,true,true,CALL,false,Phone outreach preferred
MBR00227,true,true,true,CALL,false,Phone outreach preferred
MBR00228,true,true,true,CALL,false,Phone outreach preferred
MBR00229,false,true,true,SMS,false,Mobile preferred
MBR00230,true,true,true,EMAIL,false,Engaged via portal
MBR00231,true,true,true,CALL,false,Phone outreach preferred
MBR00232,false,false,true,EMAIL,false,Engaged via portal
MBR00233,true,true,true,SMS,false,Mobile preferred
MBR00234,true,true,true,CALL,false,Phone outreach preferred
MBR00235,false,true,true,SMS,false,Mobile preferred
MBR00236,false,false,true,CALL,false,Phone outreach preferred
MBR00237,true,true,true,CALL,false,Phone outreach preferred
MBR00238,true,true,true,EMAIL,false,Engaged via portal
MBR00239,true,false,true,EMAIL,false,Engaged via portal
MBR00240,true,true,true,CALL,false,Phone outreach preferred
MBR00241,true,true,true,CALL,false,Phone outreach preferred
MBR00242,false,true,true,EMAIL,false,Engaged via portal
MBR00243,false,true,true,EMAIL,false,Engaged via portal
MBR00244,false,true,true,EMAIL,false,Engaged via portal
MBR00245,false,false,false,EMAIL,false,Engaged via portal
MBR00246,true,true,true,EMAIL,false,Engaged via portal
MBR00247,false,true,false,CALL,false,Phone outreach preferred
MBR00248,false,true,true,EMAIL,false,Engaged via portal
MBR00249,false,true,true,SMS,false,Mobile preferred
MBR00250,true,true,true,CALL,false,Phone outreach preferred
MBR00251,false,false,true,SMS,false,Mobile preferred
MBR00252,true,true,true,SMS,false,Mobile preferred
MBR00253,true,true,false,SMS,false,Mobile preferred
MBR00254,false,true,true,SMS,false,Mobile preferred
MBR00255,false,true,true,SMS,false,Mobile preferred
MBR00256,true,true,true,EMAIL,false,Engaged via portal
MBR00257,true,true,true,SMS,false,Mobile preferred
MBR00258,false,true,true,EMAIL,false,Engaged via portal
MBR00259,true,true,true,SMS,false,Mobile preferred
MBR00260,true,true,false,CALL,false,Phone outreach preferred
MBR00261,true,true,true,EMAIL,false,Engaged via portal
MBR00262,false,true,true,EMAIL,false,Engaged via portal
MBR00263,true,true,true,SMS,false,Mobile preferred
MBR00264,true,true,true,EMAIL,false,Engaged via portal
MBR00265,true,true,true,SMS,false,Mobile preferred
MBR00266,false,true,true,CALL,false,Phone outreach preferred
MBR00267,true,true,true,CALL,false,Phone outreach preferred
MBR00268,false,true,true,EMAIL,false,Engaged via portal
MBR00269,true,true,true,SMS,false,Mobile preferred
MBR00270,false,true,true,CALL,false,Phone outreach preferred
MBR00271,true,true,true,CALL,false,Phone outreach preferred
MBR00272,true,true,true,SMS,false,Mobile preferred
MBR00273,false,false,true,CALL,false,Phone outreach preferred
MBR00274,false,true,true,EMAIL,false,Engaged via portal
MBR00275,true,true,true,SMS,false,Mobile preferred
MBR00276,false,true,true,CALL,false,Phone outreach preferred
MBR00277,false,false,true,EMAIL,true,Engaged via portal
MBR00278,true,true,true,CALL,false,Phone outreach preferred
MBR00279,true,false,true,CALL,false,Phone outreach preferred
MBR00280,false,true,true,CALL,false,Phone outreach preferred
MBR00281,true,true,false,CALL,false,Phone outreach preferred
MBR00282,false,true,true,SMS,false,Mobile preferred
MBR00283,true,true,true,SMS,false,Mobile preferred
MBR00284,false,true,true,CALL,false,Phone outreach preferred
MBR00285,false,true,true,SMS,false,Mobile preferred
MBR00286,false,true,true,SMS,false,Mobile preferred
MBR00287,true,true,true,EMAIL,false,Engaged via portal
MBR00288,false,true,true,SMS,false,Mobile preferred
MBR00289,true,false,true,CALL,false,Phone outreach preferred
MBR00290,true,true,true,SMS,false,Mobile preferred
MBR00291,true,true,false,CALL,false,Phone outreach preferred
MBR00292,true,true,true,EMAIL,false,Engaged via portal
MBR00293,false,false,true,SMS,true,Mobile preferred
MBR00294,true,false,true,CALL,false,Phone outreach preferred
MBR00295,false,false,true,CALL,false,Phone outreach preferred
MBR00296,false,false,true,SMS,false,Mobile preferred
MBR00297,false,false,true,CALL,false,Phone outreach preferred
MBR00298,false,true,true,CALL,false,Phone outreach preferred
MBR00299,true,true,true,EMAIL,false,Engaged via portal
MBR00300,true,true,false,CALL,false,Phone outreach preferred
MBR00301,false,true,true,SMS,false,Mobile preferred
MBR00302,false,true,true,CALL,false,Phone outreach preferred
MBR00303,false,true,true,SMS,false,Mobile preferred
MBR00304,true,false,false,EMAIL,false,Engaged via portal
MBR00305,true,true,true,CALL,false,Phone outreach preferred
MBR00306,false,true,true,CALL,false,Phone outreach preferred
MBR00307,true,true,true,EMAIL,false,Engaged via portal
MBR00308,true,false,true,CALL,false,Phone outreach preferred
MBR00309,true,true,true,CALL,false,Phone outreach preferred
MBR00310,false,true,true,SMS,false,Mobile preferred
MBR00311,false,true,true,SMS,false,Mobile preferred
MBR00312,false,false,true,EMAIL,false,Engaged via portal
MBR00313,false,true,true,CALL,false,Phone outreach preferred
MBR00314,false,true,false,CALL,false,Phone outreach preferred
MBR00315,false,true,true,SMS,false,Mobile preferred
MBR00316,false,true,true,CALL,false,Phone outreach preferred
MBR00317,false,true,true,SMS,false,Mobile preferred
MBR00318,false,true,true,EMAIL,false,Engaged via portal
MBR00319,true,true,true,CALL,false,Phone outreach preferred
MBR00320,false,true,true,CALL,false,Phone outreach preferred
MBR00321,false,true,true,EMAIL,false,Engaged via portal
MBR00322,true,true,true,CALL,true,Phone outreach preferred
MBR00323,false,true,true,SMS,false,Mobile preferred
MBR00324,false,true,true,EMAIL,false,Engaged via portal
MBR00325,false,true,true,EMAIL,false,Engaged via portal
MBR00326,true,true,true,EMAIL,false,Engaged via portal
MBR00327,false,true,true,CALL,false,Phone outreach preferred
MBR00328,false,true,true,CALL,false,Phone outreach preferred
MBR00329,false,true,true,CALL,false,Phone outreach preferred
MBR00330,false,false,true,CALL,false,Phone outreach preferred
MBR00331,false,true,true,EMAIL,false,Engaged via portal
MBR00332,false,true,false,EMAIL,false,Engaged via portal
MBR00333,false,true,true,SMS,false,Mobile preferred
MBR00334,false,false,true,EMAIL,false,Engaged via portal
MBR00335,true,true,true,SMS,false,Mobile preferred
MBR00336,false,true,true,CALL,false,Phone outreach preferred
MBR00337,true,true,true,EMAIL,false,Engaged via portal
MBR00338,true,true,true,CALL,false,Phone outreach preferred
MBR00339,true,false,true,CALL,false,Phone outreach preferred
MBR00340,true,false,true,CALL,false,Phone outreach preferred
MBR00341,true,false,false,SMS,false,Mobile preferred
MBR00342,false,true,false,EMAIL,false,Engaged via portal
MBR00343,false,true,true,CALL,false,Phone outreach preferred
MBR00344,true,false,true,CALL,false,Phone outreach preferred
MBR00345,true,true,true,SMS,false,Mobile preferred
MBR00346,false,false,true,EMAIL,false,Engaged via portal
MBR00347,false,true,true,CALL,false,Phone outreach preferred
MBR00348,true,true,true,CALL,false,Phone outreach preferred
MBR00349,true,true,true,SMS,false,Mobile preferred
MBR00350,false,true,true,EMAIL,false,Engaged via portal
MBR00351,false,true,true,SMS,false,Mobile preferred
MBR00352,true,true,true,CALL,false,Phone outreach preferred
MBR00353,true,true,true,CALL,false,Phone outreach preferred
MBR00354,true,true,true,EMAIL,false,Engaged via portal
MBR00355,false,true,true,EMAIL,false,Engaged via portal
MBR00356,true,true,true,EMAIL,false,Engaged via portal
MBR00357,true,true,true,EMAIL,false,Engaged via portal
MBR00358,true,true,true,SMS,false,Mobile preferred
MBR00359,false,true,true,EMAIL,false,Engaged via portal
MBR00360,true,true,true,CALL,false,Phone outreach preferred
MBR00361,true,true,true,CALL,false,Phone outreach preferred
MBR00362,false,true,true,SMS,true,Mobile preferred
MBR00363,false,false,true,CALL,false,Phone outreach preferred
MBR00364,true,true,true,CALL,false,Phone outreach preferred
MBR00365,true,true,true,EMAIL,false,Engaged via portal
MBR00366,true,false,true,CALL,false,Phone outreach preferred
MBR00367,true,true,true,EMAIL,false,Engaged via portal
MBR00368,true,true,true,EMAIL,false,Engaged via portal
MBR00369,false,true,true,SMS,false,Mobile preferred
MBR00370,false,true,false,CALL,false,Phone outreach preferred
MBR00371,true,true,true,CALL,false,Phone outreach preferred
MBR00372,true,true,true,CALL,false,Phone outreach preferred
MBR00373,true,true,true,SMS,false,Mobile preferred
MBR00374,true,false,true,EMAIL,false,Engaged via portal
MBR00375,true,true,true,EMAIL,false,Engaged via portal
MBR00376,true,true,true,EMAIL,false,Engaged via portal
MBR00377,true,true,true,SMS,false,Mobile preferred
MBR00378,true,true,true,SMS,false,Mobile preferred
MBR00379,true,true,true,CALL,false,Phone outreach preferred
MBR00380,false,true,true,SMS,false,Mobile preferred
MBR00381,true,true,true,CALL,false,Phone outreach preferred
MBR00382,false,true,true,CALL,false,Phone outreach preferred
MBR00383,false,true,true,SMS,false,Mobile preferred
MBR00384,true,true,true,CALL,false,Phone outreach preferred
MBR00385,true,true,true,EMAIL,false,Engaged via portal
MBR00386,true,true,true,EMAIL,false,Engaged via portal
MBR00387,false,true,true,SMS,true,Mobile preferred
MBR00388,false,true,true,CALL,false,Phone outreach preferred
MBR00389,false,false,true,EMAIL,false,Engaged via portal
MBR00390,true,true,true,SMS,false,Mobile preferred
MBR00391,true,true,true,CALL,false,Phone outreach preferred
MBR00392,false,true,false,SMS,false,Mobile preferred
MBR00393,true,true,true,EMAIL,false,Engaged via portal
MBR00394,true,true,true,SMS,false,Mobile preferred
MBR00395,true,false,true,SMS,false,Mobile preferred
MBR00396,true,true,true,EMAIL,false,Engaged via portal
MBR00397,true,true,true,EMAIL,false,Engaged via portal
MBR00398,true,false,true,SMS,false,Mobile preferred
MBR00399,false,false,true,EMAIL,false,Engaged via portal
MBR00400,false,true,true,SMS,false,Mobile preferred
MBR00401,true,false,true,CALL,false,Phone outreach preferred
MBR00402,true,true,true,SMS,false,Mobile preferred
MBR00403,false,false,true,SMS,false,Mobile preferred
MBR00404,true,true,true,SMS,false,Mobile preferred
MBR00405,false,true,false,SMS,false,Mobile preferred
MBR00406,false,false,true,EMAIL,false,Engaged via portal
MBR00407,false,false,true,CALL,false,Phone outreach preferred
MBR00408,false,true,true,SMS,false,Mobile preferred
MBR00409,true,true,true,EMAIL,false,Engaged via portal
MBR00410,false,false,true,CALL,false,Phone outreach preferred
MBR00411,true,true,true,SMS,false,Mobile preferred
MBR00412,true,true,true,CALL,false,Phone outreach preferred
MBR00413,false,true,true,SMS,false,Mobile preferred
MBR00414,false,true,true,EMAIL,false,Engaged via portal
MBR00415,false,false,true,EMAIL,false,Engaged via portal
MBR00416,true,true,false,CALL,false,Phone outreach preferred
MBR00417,true,true,true,CALL,false,Phone outreach preferred
MBR00418,false,true,true,CALL,false,Phone outreach preferred
MBR00419,false,true,true,EMAIL,false,Engaged via portal
MBR00420,false,true,true,SMS,false,Mobile preferred
MBR00421,false,true,true,SMS,false,Mobile preferred
MBR00422,false,true,true,EMAIL,false,Engaged via portal
MBR00423,true,true,true,EMAIL,true,Engaged via portal
MBR00424,false,true,true,SMS,false,Mobile preferred
MBR00425,true,true,true,EMAIL,false,Engaged via portal
MBR00426,true,false,true,EMAIL,true,Engaged via portal
MBR00427,false,true,true,CALL,false,Phone outreach preferred
MBR00428,true,true,true,CALL,false,Phone outreach preferred
MBR00429,false,true,true,EMAIL,false,Engaged via portal
MBR00430,true,true,true,SMS,false,Mobile preferred
MBR00431,true,true,true,CALL,false,Phone outreach preferred
MBR00432,true,false,true,CALL,false,Phone outreach preferred
MBR00433,true,true,true,CALL,false,Phone outreach preferred
MBR00434,false,false,true,SMS,false,Mobile preferred
MBR00435,false,true,false,EMAIL,false,Engaged via portal
MBR00436,true,false,true,CALL,false,Phone outreach preferred
MBR00437,false,true,true,CALL,false,Phone outreach preferred
MBR00438,true,true,true,SMS,false,Mobile preferred
MBR00439,true,true,true,EMAIL,false,Engaged via portal
MBR00440,false,true,true,CALL,false,Phone outreach preferred
MBR00441,true,true,true,SMS,true,Mobile preferred
MBR00442,true,true,true,SMS,false,Mobile preferred
MBR00443,false,false,false,SMS,false,Mobile preferred
MBR00444,true,false,true,EMAIL,false,Engaged via portal
MBR00445,false,true,true,EMAIL,false,Engaged via portal
MBR00446,true,true,true,SMS,false,Mobile preferred
MBR00447,false,true,false,EMAIL,false,Engaged via portal
MBR00448,true,true,true,EMAIL,false,Engaged via portal
MBR00449,false,true,true,EMAIL,false,Engaged via portal
MBR00450,false,true,true,EMAIL,false,Engaged via portal
MBR00451,false,false,true,EMAIL,false,Engaged via portal
MBR00452,true,true,true,CALL,false,Phone outreach preferred
MBR00453,false,true,true,SMS,false,Mobile preferred
MBR00454,true,true,true,EMAIL,false,Engaged via portal
MBR00455,false,true,true,EMAIL,false,Engaged via portal
MBR00456,true,true,false,SMS,false,Mobile preferred
MBR00457,false,true,true,EMAIL,false,Engaged via portal
MBR00458,true,true,true,CALL,false,Phone outreach preferred
MBR00459,true,false,true,CALL,false,Phone outreach preferred
MBR00460,true,false,true,CALL,false,Phone outreach preferred
MBR00461,false,true,false,CALL,false,Phone outreach preferred
MBR00462,false,true,true,EMAIL,false,Engaged via portal
MBR00463,true,true,true,EMAIL,false,Engaged via portal
MBR00464,true,true,true,EMAIL,false,Engaged via portal
MBR00465,true,true,true,CALL,false,Phone outreach preferred
MBR00466,false,false,true,SMS,false,Mobile preferred
MBR00467,true,true,true,EMAIL,false,Engaged via portal
MBR00468,false,true,true,EMAIL,false,Engaged via portal
MBR00469,true,true,true,CALL,false,Phone outreach preferred
MBR00470,true,true,true,CALL,false,Phone outreach preferred
MBR00471,true,true,true,SMS,false,Mobile preferred
MBR00472,false,true,true,SMS,false,Mobile preferred
MBR00473,true,false,true,SMS,false,Mobile preferred
MBR00474,false,true,true,CALL,false,Phone outreach preferred
MBR00475,true,true,true,SMS,false,Mobile preferred
MBR00476,true,true,true,EMAIL,false,Engaged via portal
MBR00477,false,true,true,SMS,false,Mobile preferred
MBR00478,false,true,true,CALL,false,Phone outreach preferred
MBR00479,true,true,true,EMAIL,false,Engaged via portal
MBR00480,false,false,true,CALL,false,Phone outreach preferred
MBR00481,false,true,false,CALL,false,Phone outreach preferred
MBR00482,true,true,true,CALL,true,Phone outreach preferred
MBR00483,false,true,true,SMS,false,Mobile preferred
MBR00484,false,true,true,CALL,false,Phone outreach preferred
MBR00485,true,true,true,SMS,false,Mobile preferred
MBR00486,true,false,true,CALL,false,Phone outreach preferred
MBR00487,true,true,true,EMAIL,false,Engaged via portal
MBR00488,false,true,true,SMS,false,Mobile preferred
MBR00489,false,false,true,CALL,false,Phone outreach preferred
MBR00490,false,true,true,CALL,false,Phone outreach preferred
MBR00491,false,true,false,CALL,false,Phone outreach preferred
MBR00492,true,true,true,SMS,false,Mobile preferred
MBR00493,false,true,true,CALL,false,Phone outreach preferred
MBR00494,false,true,true,CALL,false,Phone outreach preferred
MBR00495,true,true,true,SMS,false,Mobile preferred
MBR00496,true,false,true,EMAIL,false,Engaged via portal
MBR00497,false,true,true,SMS,true,Mobile preferred
MBR00498,false,true,true,CALL,false,Phone outreach preferred
MBR00499,true,true,true,CALL,false,Phone outreach preferred
MBR00500,true,true,true,SMS,false,Mobile preferred
MBR00501,true,true,true,CALL,false,Phone outreach preferred
MBR00502,false,true,true,CALL,false,Phone outreach preferred
MBR00503,false,true,true,EMAIL,false,Engaged via portal
MBR00504,true,true,true,CALL,false,Phone outreach preferred
MBR00505,false,true,true,SMS,false,Mobile preferred
MBR00506,true,true,true,SMS,false,Mobile preferred
MBR00507,false,true,true,SMS,false,Mobile preferred
